Name,ShortPassing,Dribbling,LongPassing,BallControl
Rodri Tarín,62,53,52,66
A. Mbekile,64,66,66,68
R. Arias,49,45,35,52
S. Singh,68,66,68,65
L. Schweers,53,34,54,50
H. Hansson,66,65,61,65
J. Whatmough,57,41,63,56
H. Cummings,69,49,54,55
T. Kløve,64,69,59,69
E. Mosquera,56,57,55,58
G. Di Chiara,65,64,60,64
João Silva,40,62,33,70
N. Solís,63,73,46,67
J. Monreal,64,66,61,67
W. Cartagena,67,63,61,64
G. Itter,69,70,63,68
Bruno Costa,73,71,71,73
D. Dervite,62,34,51,55
Lee Jong Sung,67,59,69,65
E. Palomino,61,66,57,63
R. Lindkvist,64,61,60,63
V. Kostevych,64,62,51,65
D. Rowe,61,73,60,66
Diego Maurício,65,70,59,69
M. Guidone,60,54,41,64
B. Jones,64,64,61,65
S. Ishizaki,69,68,71,70
B. van Hintum,68,66,63,64
E. Brítez,55,61,50,60
S. Aresti,36,11,37,22
W. Pacheco,63,63,52,57
K. Fisker,70,69,68,71
P. Förster,71,68,64,66
T. Rogne,53,39,59,54
B. Rymaniak,62,57,64,58
R. McGowan,61,57,58,62
D. Bingham,36,13,34,17
S. Bradley,58,46,50,51
Tiago Gomes,64,67,60,68
D. Marsura,61,70,53,65
S. Zurbriggen,62,51,54,54
N. Valentini,58,50,48,60
S. Field,76,62,75,67
C. Seitz,35,11,33,9
A. Winter,64,63,56,67
L. Azouni,66,62,65,67
K. Larsen,56,38,46,55
J. Coppinger,67,65,66,73
L. Feeney,62,70,59,63
K. Cissé,59,60,53,62
H. Martínez,62,44,53,55
C. Townsend,61,63,57,63
L. Delgado,25,13,17,20
F. Heerkens,65,53,57,56
T. Dierckx,61,70,56,66
L. Rolón,66,71,58,67
J. De la Cuesta,58,49,61,50
J. Martínez,69,67,60,65
J. Spearing,65,65,63,69
J. Edwards,66,64,63,66
J. Gonzalez,34,13,33,21
K. Karami,53,70,58,63
N. Lozano,58,50,54,59
L. Camp,25,14,31,22
L. Hyam,68,63,65,67
O. Vásquez,72,65,66,64
M. Polster,69,67,66,66
Ribamar,60,61,34,62
R. Sandoval,65,74,63,67
Gonzalo Verdú,61,51,55,59
A. Halliday,71,63,68,65
T. Casasola,68,66,65,68
J. Stojanović,73,67,69,68
J. Burić,23,11,24,22
H. Stengel,68,67,64,68
Paolo Fernandes,65,74,49,76
Rufo,60,64,31,74
T. Hysén,61,59,51,61
Yun Suk Young,63,65,60,65
J. Forster-Caskey,67,64,62,69
N. Palacios,59,52,59,59
Jhonnattann,62,68,54,64
D. Efremov,65,72,59,70
B. San Juan,65,54,55,49
R. Henry,66,69,50,65
B. Baningime,73,66,66,62
Zhao Xuri,64,59,70,62
K. Luijckx,57,53,54,63
Tiago Caeiro,53,57,38,58
S. Moreo,60,59,40,60
L. Maciel,71,59,63,64
M. Gibbs-White,73,70,69,70
Ibson Melo,64,74,55,71
D. De Silva,65,70,63,72
N. Hagglund,63,49,63,58
G. Gutiérrez,65,62,58,65
D. Nikolaou,58,24,60,52
J. Valencia,62,70,52,67
K. Nagasawa,68,65,67,69
I. Yagan,62,68,65,68
A. Bruce,55,48,51,53
M. Bokadi,67,54,65,62
Cleylton,53,36,27,47
Ilsinho,68,77,63,71
G. Moncini,63,62,46,65
M. Jarvis,65,70,62,72
F. Carvalho,52,50,59,50
Iban Salvador,64,72,53,70
Ricardo Machado,52,26,44,49
M. Vigorito,34,13,26,29
S. Gallucci,71,49,63,59
F. Manzano,72,53,70,62
B. Sweat,64,65,65,67
V. Rodić,57,70,44,65
M. El Hankouri,64,72,60,70
M. Figueroa,66,63,63,61
Hicham,59,75,42,71
M. Čovilo,68,56,66,64
G. Hamer,71,64,64,68
P. Kammerbauer,70,71,65,68
N. Ramos,21,16,21,16
A. Grant,66,62,63,64
M. Gómez,63,71,58,66
Javi Sánchez,63,34,38,61
L. Brattan,70,66,73,67
H. Jimenez,65,64,59,65
V. Vermeij,58,58,44,65
S. Muroya,64,54,63,61
P. Michorl,66,58,72,64
F. N'Goma,66,69,63,64
M. Lekven,68,66,67,68
R. Tafazolli,56,41,46,54
F. Telechea,64,67,60,68
J. Hergault,67,68,63,67
T. Loska,32,17,28,24
L. Geminiani,59,71,55,61
G. Arteaga,65,64,62,62
C. Del Grosso,67,61,68,66
D. Srbeny,64,64,43,66
R. Meara,23,16,33,16
E. Acolatse,61,72,55,66
M. Garrido,69,64,63,68
C. Burke,63,67,57,65
B. Vides,66,63,52,65
L. Comas,60,72,55,62
Benito,66,71,63,69
J. Martinez,63,69,60,68
Fali,62,56,64,60
Chus Herrero,61,25,54,58
Kim Oh Gyu,60,33,60,43
U. Rivas,73,58,69,71
C. Lizarazo,64,66,63,65
D. Braaten,68,70,63,71
Lazo,63,75,62,72
L. Mago,68,56,63,48
A. Bannink,67,68,65,67
S. Wootton,60,52,58,60
H. Mojica,70,68,63,60
T. McNamara,69,68,63,69
Kwak Tae Hwi,60,25,55,55
C. Martins Pereira,72,59,59,66
O. Bogle,59,65,38,62
N. Devlin,56,62,55,60
M. Marras,67,69,50,67
B. Godfrey,67,59,60,66
D. de Wit,70,63,66,65
José Carlos,64,47,63,66
M. Sordell,61,67,54,66
S. Carrasco,66,60,60,68
M. Gelabert,67,66,65,74
H. Watanabe,64,23,52,52
K. Rodrigues Pires,71,70,67,67
B. Manuel,64,71,56,70
Álex López,66,64,49,70
L. Cabezas,48,63,39,63
A. Bussaglia,60,70,50,65
L. Copete,58,45,55,48
M. Crimi,65,61,60,64
D. Toia,63,63,56,62
D. Bakker,67,66,62,60
Lucas,45,25,40,52
Neto Borges,64,68,59,66
D. Frare,50,48,47,49
C. Rivas,60,64,56,61
B. Straalman,58,52,59,55
T. Chalobah,65,65,58,63
K. Jóźwiak,58,64,55,64
U. Bangura,67,60,66,71
P. Strand,64,66,61,63
F. Ahmadzadeh,62,65,47,69
K. Engel,64,55,57,63
A. Straith,55,49,50,56
Y. Rivera,59,68,47,67
K. Opseth,59,58,42,62
J. Naismith,60,62,59,61
Evander,70,65,63,69
Íñigo López,59,46,57,55
E. Correa,53,66,40,63
M. Steinmann,72,59,69,68
Y. Toyoda,54,54,39,60
E. Atuesta,74,64,67,69
A. Abeid,58,52,39,62
P. Barrios,56,49,52,58
H. Pertuz,58,26,52,50
F. Strauss,52,24,41,39
R. Schwartz,61,64,56,62
F. Moyano,81,65,67,69
C. Kum,59,58,65,58
M. Albertazzi,57,50,50,52
B. Santalab,54,62,35,61
F. Nordkvelle,66,65,65,66
David Haro,57,70,51,68
Jadson,56,30,45,46
João Gabriel,54,37,51,57
J. Villarreal,63,73,58,68
T. Thompson,66,69,63,70
Reinildo,65,71,43,68
Z. Flemming,66,66,61,70
A. Forde,64,66,62,64
F. Olinga,61,76,58,71
Gaspar,68,70,65,71
H. Okuno,67,68,67,67
Y. Takahashi,65,53,60,67
M. Mirić,65,60,60,61
K. Vassell,54,60,51,63
Rafa Páez,61,31,46,51
D. Dianessy,60,70,47,66
R. McGree,66,70,64,69
J. Goossens,73,62,63,72
G. Acosta,63,70,60,65
M. Ihiekwe,51,47,44,59
J. Wildsmith,25,17,21,26
R. Burke,59,54,54,51
N. Larsen,44,14,27,19
A. Al Ghamdi,63,66,54,68
Manu García,28,11,32,18
J. Keita,54,72,48,66
D. Adorni,50,39,39,49
C. Gutiérrez,65,64,64,62
Ha Chang Rae,59,39,50,54
S. Kiyine,67,70,67,68
E. Eze,52,64,47,63
M. Ødegaard,57,49,53,51
V. Ranković,62,70,51,66
Pedro Chirivella,74,65,61,67
A. Al Obaid,65,60,60,65
B. Gimber,67,49,64,52
Theo Ryuki,66,66,65,67
Miranda,63,62,56,65
B. Inman,64,65,62,66
Aridai,63,70,47,65
C. Lenz,65,63,47,64
Sun Jie,59,67,65,53
B. Rovira,70,56,67,64
R. Pirrello,54,47,58,50
G. Vlijter,65,67,60,65
Álex Díez,63,67,36,64
N. Dumitru,63,62,50,65
K. Al Ghamdi,61,62,60,64
M. Boyle,61,65,49,66
D. Saddiki,68,61,66,62
S. Franklin,65,63,55,59
S. Ingelsson,74,68,68,74
Josimar Feijoo,50,48,62,56
S. Diaz,70,48,63,61
Manu Vallejo,63,73,63,70
Lee Sang Ho,67,64,64,60
F. Kurto,26,14,24,25
A. Witry,57,61,51,58
L. Varney,55,60,52,62
Valverde,63,67,60,65
H. Taniguchi,67,62,64,69
J. Blåbjerg,60,58,54,61
J. Emmanuel,64,65,60,63
N. Gauna,66,72,52,67
P. Kovář,25,14,23,22
F. Holst,67,60,65,64
B. Barker,59,66,52,65
L. Trotter,66,65,64,66
F. Narsingh,67,71,55,67
D. Gustavsson,55,70,49,63
C. Dajome,63,69,43,64
M. Trapp,58,49,62,58
A. Mintzel,65,63,65,68
M. Piossek,64,65,59,64
Borja Granero,65,51,61,62
Son Jeong Hyeon,38,14,44,25
Kim Sung Ju,66,66,67,67
C. Dieng,64,68,60,65
L. Sinisterra,65,66,58,64
M. Cabit,64,62,59,60
O. Wijndal,64,69,52,68
N. Vujadinović,56,36,52,56
M. Delač,18,15,25,19
D. Herner,48,34,48,50
M. Hilßner,63,64,67,61
Beto da Silva,59,76,40,70
Bastos,57,63,48,65
D. Jastrzembski,66,69,60,64
F. Farnolle,29,9,23,18
M. Lorenz,67,64,70,64
K. Kallaste,63,60,57,63
N. Opoku,51,44,46,49
S. Ağçay,66,64,60,64
M. Wassey,69,64,65,68
P. Micin,62,71,55,72
M. Crépeau,28,15,22,19
J. Helmer,69,73,56,68
C. Doudin,66,63,64,69
M. Mak,60,68,59,66
S. Sharahili,63,67,63,66
N. Datković,57,28,46,34
E. Lancini,49,40,38,46
Jailson Acuna,19,16,23,17
P. Pawlett,64,65,53,64
J. Hardeveld,64,66,60,62
J. Kliment,63,66,51,67
R. Goreux,65,63,63,65
C. Vargas,57,51,55,59
A. Fuenmayor,47,27,55,45
R. Åhman Persson,66,52,65,62
M. Slavov,40,62,32,63
Lee Chan Dong,67,59,64,64
D. Szymański,66,61,63,66
S. Stolze,63,73,47,70
B. Tekpetey,64,71,55,71
F. El Mellali,63,78,54,67
M. Doughty,70,65,68,68
M. Szczepaniak,59,63,50,66
A. Martínez,66,72,62,71
T. Teniste,62,63,59,64
G. Korte,60,69,51,70
B. Alnwick,12,12,15,18
D. Acosta,69,65,58,63
B. Manu,59,72,50,61
Jin Seong Wook,61,62,36,61
S. Akasaki,65,62,54,65
S. N'Guessan,71,65,66,66
A. Angoula,61,38,60,63
K. Pedersen,59,43,50,54
J. Brayford,63,60,65,57
S. Suciu,66,59,65,69
M. Ricci,69,63,66,66
Morillas,58,50,59,55
K. Andersen,70,63,63,66
F. Varela,67,70,63,71
Júnior Negão,57,66,58,64
F. Casarini,68,69,62,70
J. Omolo,65,61,66,64
C. Chapman,65,53,61,53
Rúben Oliveira,66,71,63,70
S. Lizana,63,69,62,71
K. Hidalgo,62,55,59,60
J. Mackie,63,65,51,62
Han Seung Gyu,68,65,62,70
Narcisso Mau,65,45,62,73
L. Reis,70,68,65,69
C. Gomes,68,60,64,62
L. Angulo,66,65,60,68
E. Domaschke,23,19,22,22
M. Nizam,62,64,57,64
B. Halloran,62,67,50,66
P. Möschl,61,67,53,65
M. Milec,63,60,62,63
F. Bambock,64,59,56,60
S. Vasiliadis,68,68,65,62
Rui Silva,61,64,43,65
T. van de Looi,68,65,67,68
M. Orozco,62,55,58,55
M. N'Doye,72,64,68,67
E. Sarraj,61,67,51,66
Fabio,45,25,33,35
J. Graham,58,73,48,66
E. Farias,64,57,63,61
Mica Pinto,64,68,64,66
J. Tanaka,61,66,51,69
B. Whiteman,70,63,68,65
Nazario Serpe,70,33,54,45
I. Arce,25,6,25,11
R. Hollingshead,65,67,59,67
Botelhinonsa,65,52,53,62
Lim Chan Wool,67,65,63,65
Joca,67,73,59,72
J. Sandoval,62,61,58,53
B. Knežević,74,66,69,74
Y. Anchico,67,64,59,65
F. Del Sole,68,72,60,72
Dálcio,62,67,55,68
F. Cosenza,44,35,44,45
P. Daka,60,68,51,63
O. Ribera,66,60,63,62
V. Andriuškevičius,68,66,71,65
R. Clark,70,60,60,65
M. Angha,62,62,52,66
J. Dasilva,60,68,38,66
M. Bär,66,66,64,64
J. Mora,61,64,49,63
G. Rodríguez,64,70,35,67
F. Diarra,58,64,43,62
K. Igboananike,59,66,36,63
S. Horvath,62,69,63,72
J. Levi,58,68,52,69
D. Cole,58,63,33,61
M. Hallberg,67,61,65,65
Carlos Blanco,63,47,70,60
R. Guerra,67,63,68,67
S. Scannell,58,71,50,66
J. Marquis,54,62,64,59
Park Gi Dong,65,59,44,64
N. Jackers,27,12,24,15
M. Schröter,63,58,65,63
L. Broź,67,68,58,69
J. Dodoo,60,66,55,64
C. Ronan,70,66,68,68
Edenildo Lagoas,66,50,65,68
S. Freis,65,65,61,62
E. Diaw,31,30,29,48
E. Owusu,68,60,61,62
L. Vácha,67,64,65,66
L. Hutten,67,64,66,66
M. Dittgen,61,70,44,67
Park Han Bin,69,58,66,60
R. Matsuda,67,55,60,59
D. Frick,70,62,70,64
Chuca,72,66,66,70
A. Lamas,50,38,48,54
A. Grant,54,31,41,43
Hwang Seok Ho,56,41,46,56
G. Berthier,68,64,64,65
F. Depaoli,65,70,66,70
E. Godoy,60,30,49,32
N. Dorsch,73,68,67,70
M. Massop,61,60,57,65
D. Blacha,71,61,62,67
A. Angulo,63,56,53,56
R. Niemeijer,66,67,61,69
M. Melluso,53,69,55,68
Kim Ho Nam,62,66,61,62
L. Cabrera,68,64,62,68
P. Dziczek,68,62,66,65
L. Badiashile,55,18,47,25
H. Shipp,70,67,62,69
O. Cissokho,66,62,59,60
Ricardinho,66,71,62,67
P. Tomasik,64,56,59,59
T. Leugers,68,63,67,64
T. Wada,70,58,66,66
A. Beghetto,65,66,64,66
M. Inoha,61,42,65,47
D. Cappelletti,60,59,55,58
D. Murillo,64,67,45,68
D. Blanco,70,67,65,73
G. Kobel,16,13,24,12
J. Bøge,60,56,56,61
B. Valette,27,20,19,19
S. Davies,60,60,53,63
F. Proia,69,64,67,68
O. Kiteishvili,66,71,68,69
C. Forrester,68,63,65,66
D. Balanta,58,54,49,63
L. Montipó,17,19,16,20
J. Tverskov,67,49,62,62
D. Barinov,68,42,71,51
M. Hughes,53,43,52,52
S. Brandstetter,58,62,42,62
R. Seuntjens,68,59,63,70
D. Samuel,60,70,40,66
E. Palmer-Brown,61,44,51,52
Y. González,66,63,62,64
D. van Bruggen,58,42,65,64
G. Pacheco,55,59,62,58
P. Ochs,68,67,59,67
Miguelón,63,55,49,64
J. Horn,60,22,60,60
E. Boldewijn,63,68,37,67
Stéfano Pinho,56,73,59,71
P. Bochniewicz,64,45,62,55
E. Caicedo,40,28,35,58
P. Sisniega,33,24,46,35
F. Wadja,65,56,62,60
A. Al Faraj,67,65,63,68
S. Al Muwallad,66,59,51,64
Yang Cheng,23,7,18,16
N. Douchez,31,11,35,20
U. Jenssen,67,61,65,66
C. Dawson,31,21,26,21
F. Gino,70,63,64,68
Alberto Soro,69,63,67,67
C. Carrillo,70,55,62,67
D. Palacios,65,67,59,65
A. Baclet,61,62,45,63
E. Jääger,65,59,58,67
M. Hofmann,63,35,61,56
J. Jach,58,53,51,58
G. Docherty,71,68,65,68
L. Escorcia,52,30,49,47
R. Rebolledo,64,63,60,65
Toni Martínez,57,61,43,64
Ander Guevara,70,66,67,69
D. Drescher,49,35,46,42
J. Gammelby,65,68,56,66
J. Watts,68,55,67,64
R. O'Donovan,56,62,45,62
J. Rodríguez,73,52,64,67
D. Bičík,24,14,22,19
N. Vergos,53,58,44,64
J. Narváez,53,51,45,55
R. Nyambe,64,68,54,57
E. Reséndez,35,9,24,24
D. Widgren,68,61,64,64
A. Cocco,57,59,40,63
O. Kefkir,62,70,43,64
J. Tutuarima,68,62,64,65
Bruno Leite,67,68,64,66
J. Meekings,53,44,44,52
G. Lloris,64,45,54,56
M. Konczkowski,64,60,60,64
A. Jovanović,49,31,23,41
C. Depres,63,64,41,66
B. Cufré,67,68,64,72
J. Asoro,60,73,47,66
R. Boguski,64,62,66,57
A. Jacobsen,65,66,60,66
S. Miangue,65,59,58,67
A. Bernal,66,58,62,64
E. Capradossi,38,21,30,46
F. Perucchini,28,18,26,20
T. Agyepong,57,68,50,66
G. Kharaishvili,65,65,63,68
Iñigo Vicente,71,65,59,68
J. Baldwin,66,44,55,50
R. Dekker,69,66,68,65
Cristo González,64,69,60,68
Diogo Costa,28,18,24,25
G. Koyalipou,64,72,54,64
Alan Sousa,61,73,52,69
R. Ramírez,62,33,59,52
S. Fischer,63,46,54,61
L. Kelly,66,61,64,63
C. Dorda,63,59,61,62
N. Næss,72,54,69,57
D. Asprilla,60,72,55,68
K. Endo,69,63,63,66
B. Sævarsson,58,51,55,60
A. Acosta,66,71,67,71
S. Carruthers,67,70,62,66
P. Mpanzu,69,69,64,64
G. Milan,59,14,35,49
K. Chiba,63,39,46,58
M. Boadu,56,71,45,70
C. Doyle,32,15,33,32
Fran Rodríguez,67,62,47,64
S. Jakubiak,72,65,66,68
M. Buchalik,35,14,32,21
N. Proschwitz,59,54,44,58
F. Banguero,63,59,64,63
M. El-Shenawy,39,13,36,21
H. Iikura,23,7,27,13
K. Gehring,52,41,51,50
P. McGowan,66,68,63,71
J. Pierazzi,62,52,61,63
Wang Yongpo,68,65,64,68
M. Sánchez,66,63,58,65
S. Gannon,63,62,56,60
C. Capone,63,74,48,72
C. Taylor,62,66,63,66
R. Lange,68,65,72,64
A. Keita,46,66,28,65
B. Gueye,48,59,33,63
K. Wagner,57,48,38,58
Xisco Campos,63,34,53,58
C. Robertson,57,57,49,59
C. Conway,67,69,64,66
Jajá,68,67,67,70
A. Vanins,22,13,18,14
O. Mendoza,61,58,56,62
A. Faltsetas,67,53,59,66
J. Elsey,57,41,49,54
A. Plizzari,36,21,26,23
D. Martin,33,16,27,30
Gu Cao,53,57,52,58
L. Strizzolo,55,52,41,59
Juan Rodríguez,59,40,42,56
S. Moyano,24,21,24,25
A. Schetino,66,58,63,62
A. Caci,70,67,70,65
V. Janjetović,29,16,27,24
N. Haas,69,64,66,67
T. Valls,69,68,65,70
P. Herrmann,57,51,56,56
C. Ramsebner,43,34,23,49
L. Martinelli,40,25,40,45
Freire,53,36,47,53
T. Černý,35,22,34,12
N. Spalek,63,69,61,63
N. Madonna,59,64,57,59
M. Kobras,23,8,18,22
N. Bärkroth,63,66,60,66
M. Busellato,68,64,65,69
M. Stein,60,49,53,50
N. Bertrams,30,16,26,31
A. Doukha,29,15,25,23
E. Quiñones,64,63,56,63
A. Sørensen,60,49,56,64
Wang Zhuo,19,14,17,15
B. Easton,62,57,48,62
A. Boyle,61,43,57,54
V. Kravets,59,51,25,63
N. Law,61,64,57,65
Basilio,26,13,30,16
K. Pearce,54,48,43,53
M. Edwards,63,77,55,70
P. Brożek,65,61,49,63
L. Ravanelli,49,48,44,50
A. Taylor,51,41,43,49
M. Nalepa,55,65,65,59
Lee Myung Jae,66,68,57,67
Tang Xin,58,54,43,64
A. Arregui,63,62,63,64
H. El Sayed,64,60,58,54
D. Horst,61,30,37,49
Álex Barrera,69,63,67,68
Ricardo Vaz,61,68,54,70
L. Röser,66,64,41,64
C. Feraud,69,67,64,70
R. Eckardt,69,60,63,68
K. Heerings,61,44,66,49
Lorenzao Masca,64,74,59,63
M. Ojeda,67,67,64,66
M. Ndockyt,72,62,68,61
P. Funk,65,57,58,63
M. Fallatah,54,56,48,60
Euller,63,72,62,66
Liao Lisheng,70,64,64,62
S. Findlay,62,41,60,52
H. Sönmez,64,68,57,65
W. Norris,30,13,34,20
M. Spano Rahou,59,47,40,55
L. Zarandia,59,71,57,70
Fábinho,65,69,60,67
Zé Manuel,63,66,60,67
B. Innocent,60,63,66,64
L. Page,55,61,36,58
B. Van Durmen,66,61,64,65
Jano,62,57,64,63
E. Larsson,64,63,61,61
M. Ehmer,59,55,57,63
V. Solomon-Otabor,60,68,53,67
V. Janjičić,70,59,65,66
R. Blanco,70,68,66,66
N. Toko,67,66,64,69
J. Rafferty,59,60,55,60
Higinio,65,64,41,66
Danilo Sacrio,52,67,38,64
T. Szántó,64,67,62,68
N. Ravaglia,35,16,42,21
H. Alpsoy,72,52,66,63
M. Migliorini,37,31,35,46
Emílio Trevões,61,77,52,64
L. Bergsma,65,48,66,64
A. Marciniak,61,62,57,65
S. Kotysch,62,45,61,50
N. Peñailillo,71,64,62,65
Fu Huan,64,63,64,58
B. Emir,62,64,54,62
Flávio Triginho,44,74,32,72
D. Haas,23,15,22,19
Magno Novaes,23,13,24,23
S. Ferguson,62,66,59,67
S. Sinovic,67,62,60,64
B. Enobakhare,67,76,57,73
T. McMahon,58,61,57,57
E. Ba,67,65,61,64
C. Ayala,70,64,68,70
Manuel Sánchez,62,47,58,54
O. Bulut,67,65,59,54
R. Godínez,59,58,59,61
S. Anderson,53,47,42,55
A. Marchesano,73,70,68,74
E. Ndoj,70,63,66,68
D. Rose,71,58,61,65
J. Oumari,59,36,57,44
R. Festersen,62,66,46,65
J. Blayac,64,63,49,66
M. Ljujić,66,67,63,64
R. Vodišek,19,12,18,12
M. Marić,53,38,52,56
L. Frecklington,66,60,65,66
M. Awad,19,25,28,20
Dong Xuesheng,55,57,55,54
J. Düker,62,72,37,71
A. Dreyer,62,69,57,68
P. Estupiñán,70,49,52,61
D. Mast,63,69,44,63
Andoni López,62,53,54,62
F. Canales,36,8,33,30
S. Scappini,64,64,42,67
S. Nutz,65,63,63,66
J. Byrne,69,65,69,67
Dilson Calegari,67,61,62,63
Cris,68,62,63,65
K. Pannewitz,74,65,71,72
B. Kopacz,51,32,44,42
H. Patronen,44,37,50,48
A. Capello,63,60,60,67
He Guan,46,25,39,46
V. Skjerve,60,59,46,65
S. Williams,61,61,59,59
A. Hughes,58,50,63,57
M. Jansen,69,62,66,65
R. Yates,71,60,66,66
D. Zeefuik,64,58,57,62
F. Della Rocca,69,64,62,69
Z. Alomerović,31,14,22,21
M. Gouaida,64,71,50,68
S. Adekugbe,65,63,56,65
N. Molina,64,60,58,64
M. Maâzou,61,63,42,62
M. Lieder,59,66,44,67
W. Kaptoum,75,63,69,75
M. Finotto,59,63,40,62
P. Becker,66,65,65,66
D. Rangelov,63,65,49,66
M. Oxley,33,15,36,24
B. Coker,63,64,62,63
Sim Sang Min,64,67,57,65
H. Zuck,69,67,53,68
H. Zapata,62,69,55,66
C. Lines,70,64,65,69
M. Sollbauer,57,48,53,44
R. Jansson,66,55,62,59
A. Guido,70,68,68,66
I. González,65,65,63,63
H. Al Hazaa,51,59,36,66
F. Castillón,62,68,56,62
W. Harding,61,59,56,64
G. Tansey,69,63,67,66
H. Ojamaa,64,64,59,65
M. Ríos,65,58,62,70
M. Tévez,63,69,64,68
E. Sosa,67,68,56,66
T. Lapslie,62,55,63,60
M. Sauer,62,67,54,65
R. Descamps,21,9,16,11
J. Álvarez,67,68,57,69
A. Ludwig,66,55,62,60
C. Dunne,59,53,54,57
L. Rodríguez,64,68,68,67
J. Gómez,57,56,54,58
J. Aribo,73,68,69,69
Gabriel,49,39,45,43
C. Machado,67,61,63,63
L. Kruse,15,15,28,14
S. McConville,63,64,60,62
D. Drocco,70,66,65,73
A. Sušac,40,40,55,43
M. Perlak,65,66,61,65
B. Clarke,55,66,34,66
Eduardo,55,50,48,52
K. Dawson,63,61,59,62
H. McGahey,64,46,63,47
Gu Chao,28,16,21,16
R. Caballero,49,55,38,67
Ever Rodeiro,73,65,53,75
X. Arreaga,50,25,44,31
C. Cercado,62,27,53,57
H. Al Raheb,52,57,31,62
C. Schuler,52,33,51,43
S. Mantom,67,60,65,66
O. Bouy,65,67,63,68
J. Dongou Tsafack,55,68,43,59
P. Mainka,56,43,52,50
A. Kantari,61,43,62,60
T. Mavromatis,55,35,56,48
Li Lei,63,53,61,57
Raphael Doninho,64,67,54,64
K. Bülow,62,47,63,53
R. Magyar,63,40,50,50
F. Brillant,64,37,52,47
K. Tamada,65,66,62,70
M. Ballmert,63,54,59,64
M. Laínez,67,73,62,68
K. Mayi,59,66,34,65
N. Manfredini,25,11,24,22
K. Koizumi,63,47,56,63
C. Aneke,66,66,67,68
Juan Cruz,62,57,56,64
S. Olivarez,53,44,47,55
P. Gladon,57,60,51,65
E. Aydoğan,68,67,64,66
V. Pule,54,75,47,63
Daniel Fuzato,26,15,28,12
G. Valverde,62,57,59,62
D. de Vries,34,14,33,23
A. Lithgow,59,38,53,45
L. Nicholls,33,12,33,29
R. Teibert,70,66,67,68
M. Figueroa,58,66,53,67
A. Nübel,29,18,18,20
Z. Al Sahafi,60,52,63,59
J. Schouten,67,66,69,68
R. Rep,65,66,59,64
M. Rubin,60,49,60,58
L. Guldan,62,45,59,59
C. Telo,65,69,62,67
M. Pearson,58,52,54,54
Ricardo Alves,61,52,65,54
T. Paredes,44,25,24,46
Kauã Reisende,71,65,43,72
L. Madrigal,65,57,51,67
Augusto César,63,66,69,69
D. Holm,68,66,61,67
Y. Akimoto,28,11,27,20
J. Beckford,54,58,36,63
N. Crovetto,71,59,59,61
Y. Maruyama,62,45,65,54
B. Jatta,63,73,48,62
G. Merebashvili,63,69,65,68
D. Vaughan,72,62,68,68
T. Mauricio,61,69,59,73
K. Dougall,65,66,62,63
D. Arreola,66,64,63,67
J. Cousins,66,62,69,68
J. Duma,59,67,48,64
T. Spurr,64,53,60,63
J. Martínez,68,72,62,69
C. Schoppenhauer,43,34,42,41
L. Roberts,35,25,32,31
M. Pellegrini,61,73,58,70
C. Schwegler,58,61,57,64
K. Petersen,59,41,52,53
J. Vet,66,61,66,62
H. Kawano,63,64,62,70
F. Stokkers,56,61,32,67
G. Gómez,24,11,22,15
M. Lund,68,56,65,67
M. Jankowski,63,64,61,64
A. Maisonnial,24,18,20,17
M. Lugo,62,77,64,70
D. Niwa,64,35,29,66
C. Riegler,25,10,18,11
R. Lundqvist,62,67,62,70
S. Muniru,73,64,68,71
Zhang Lu,13,17,34,22
J. Reeves,68,69,65,70
E. Ward,53,32,45,49
J. Tamm,48,51,49,56
M. Heylen,63,36,61,58
G. Gallon,29,17,27,18
T. Adarabioyo,60,47,49,62
L. Martin,66,64,64,64
F. Ferrari,56,57,35,64
Trujillo,58,38,51,57
Kim Yong Dae,36,11,32,24
E. Babayan,63,65,60,63
Diogo Santos,67,49,63,57
T. Borevković,58,41,35,44
J. Jacobson,59,62,62,60
Benja,55,55,42,58
D. Phillips,32,21,18,27
G. Aburjania,67,66,65,70
J. Riley,64,69,56,65
A. Matějů,64,63,52,66
Filipe Brigues,64,64,55,63
J. Zelený,60,59,55,60
S. Svendsen,65,65,54,66
J. Moreno,53,35,34,50
R. Bushiri,45,32,37,52
H. Rivero,48,60,29,63
M. Grella,66,76,40,68
I. Lanni,40,12,26,18
A. Sané,57,67,52,65
F. Castillo,57,58,52,61
M. Galmarini,67,67,66,70
A. Monfray,64,50,65,57
B. Castillo,25,16,21,23
S. Diop,65,69,59,68
Yin Hongbo,69,66,65,65
A. Hainault,53,47,45,48
D. Čotra,44,51,41,59
C. Washington,55,60,48,66
F. Nimani,64,58,40,62
M. Macey,27,16,24,19
M. Doyle,64,52,62,53
D. Raum,68,67,53,66
V. Retamal,66,64,63,65
A. Cruz,68,60,63,67
M. Bruscagin,62,49,53,55
C. Morris,55,61,45,68
A. Syhre,35,24,29,38
L. Paz,70,58,73,66
L. Dos Santos,74,64,70,65
A. Akinfenwa,59,52,47,69
Jin Jingdao,67,69,65,64
F. Bonazzoli,57,63,43,68
B. Tetteh,60,68,47,72
J. Grot,55,63,45,59
G. Notsuda,65,61,57,60
D. Jones,66,60,62,62
N. Hansen,66,65,48,66
T. Beltran,68,69,57,61
D. Peitz,57,34,57,48
D. Starkl,58,67,47,68
